sample_index,s1_x_g,s1_y_g,s1_z_g,s1_x_v,s1_y_v,s1_z_v,s2_x_g,s2_y_g,s2_z_g,s2_x_v,s2_y_v,s2_z_v
2478,0.9862,0.0000,-0.0564,1.9459,1.6500,1.6331,1.0005,0.0000,0.3527,1.9502,1.6500,1.7558
2479,1.0120,0.0000,-0.0595,1.9536,1.6500,1.6321,1.0092,0.0000,0.3364,1.9528,1.6500,1.7509
2480,0.9875,0.0000,-0.0582,1.9463,1.6500,1.6325,0.9871,0.0000,0.3308,1.9461,1.6500,1.7492
2481,1.0047,0.0000,-0.0432,1.9514,1.6500,1.6370,0.9923,0.0000,0.3459,1.9477,1.6500,1.7538
2482,1.0119,0.0000,-0.0536,1.9536,1.6500,1.6339,1.0063,0.0000,0.3527,1.9519,1.6500,1.7558
2483,1.0014,0.0000,-0.0599,1.9504,1.6500,1.6320,1.0077,0.0000,0.3580,1.9523,1.6500,1.7574
2484,0.9955,0.0000,-0.0526,1.9487,1.6500,1.6342,0.9917,0.0000,0.3343,1.9475,1.6500,1.7503
2485,0.9946,0.0000,-0.0695,1.9484,1.6500,1.6291,0.9826,0.0000,0.3290,1.9448,1.6500,1.7487
2486,0.9926,0.0000,-0.0600,1.9478,1.6500,1.6320,1.0164,0.0000,0.3222,1.9549,1.6500,1.7467
2487,0.9983,0.0000,-0.0710,1.9495,1.6500,1.6287,1.0011,0.0000,0.3230,1.9503,1.6500,1.7469
2488,1.0096,0.0000,-0.0476,1.9529,1.6500,1.6357,1.0109,0.0000,0.3384,1.9533,1.6500,1.7515
2489,0.9965,0.0000,-0.0607,1.9490,1.6500,1.6318,0.9919,0.0000,0.3572,1.9476,1.6500,1.7572
2490,0.9834,0.0000,-0.0665,1.9450,1.6500,1.6300,0.9836,0.0000,0.3351,1.9451,1.6500,1.7505
2491,1.0074,0.0000,-0.0480,1.9522,1.6500,1.6356,1.0048,0.0000,0.3225,1.9514,1.6500,1.7467
2492,0.9918,0.0000,-0.0449,1.9475,1.6500,1.6365,1.0002,0.0000,0.3269,1.9501,1.6500,1.7481
2493,0.9881,0.0000,-0.0563,1.9464,1.6500,1.6331,1.0046,0.0000,0.3252,1.9514,1.6500,1.7476
2494,0.9901,0.0000,-0.0737,1.9470,1.6500,1.6279,1.0178,0.0000,0.3442,1.9553,1.6500,1.7533
2495,0.9893,0.0000,-0.0680,1.9468,1.6500,1.6296,1.0036,0.0000,0.3547,1.9511,1.6500,1.7564
2496,1.0033,0.0000,-0.0582,1.9510,1.6500,1.6325,0.9903,0.0000,0.3319,1.9471,1.6500,1.7496
2497,1.0000,0.0000,-0.0680,1.9500,1.6500,1.6296,1.0089,0.0000,0.3348,1.9527,1.6500,1.7505
2498,0.9871,0.0000,-0.0498,1.9461,1.6500,1.6350,0.9860,0.0000,0.3524,1.9458,1.6500,1.7557
2499,1.0099,0.0000,-0.0669,1.9530,1.6500,1.6299,0.9839,0.0000,0.3292,1.9452,1.6500,1.7487
2500,0.9962,0.0000,-0.0426,1.9488,1.6500,1.6372,1.0150,0.0000,0.3344,1.9545,1.6500,1.7503
2501,1.0125,0.0000,-0.0545,1.9538,1.6500,1.6336,1.0014,0.0000,0.3358,1.9504,1.6500,1.7507
2502,0.9859,0.0000,-0.0610,1.9458,1.6500,1.6317,1.0171,0.0000,0.3341,1.9551,1.6500,1.7502
2503,0.9884,0.0000,-0.0524,1.9465,1.6500,1.6343,0.9824,0.0000,0.3243,1.9447,1.6500,1.7473
2504,1.0104,0.0000,-0.0474,1.9531,1.6500,1.6358,0.9841,0.0000,0.3433,1.9452,1.6500,1.7530
2505,1.0031,0.0000,-0.0432,1.9509,1.6500,1.6370,0.9874,0.0000,0.3481,1.9462,1.6500,1.7544
2506,0.9958,0.0000,-0.0636,1.9487,1.6500,1.6309,1.0110,0.0000,0.3416,1.9533,1.6500,1.7525
2507,1.0128,0.0000,-0.0679,1.9538,1.6500,1.6296,0.9826,0.0000,0.3424,1.9448,1.6500,1.7527
2508,1.0166,0.0000,-0.0608,1.9550,1.6500,1.6318,0.9841,0.0000,0.3249,1.9452,1.6500,1.7475
2509,1.0088,0.0000,-0.0546,1.9526,1.6500,1.6336,1.0025,0.0000,0.3358,1.9507,1.6500,1.7507
2510,0.9901,0.0000,-0.0731,1.9470,1.6500,1.6281,1.0135,0.0000,0.3406,1.9540,1.6500,1.7522
2511,0.9927,0.0000,-0.0705,1.9478,1.6500,1.6288,0.9978,0.0000,0.3343,1.9493,1.6500,1.7503
2512,1.0112,0.0000,-0.0649,1.9534,1.6500,1.6305,1.0141,0.0000,0.3381,1.9542,1.6500,1.7514
2513,0.9835,0.0000,-0.0480,1.9451,1.6500,1.6356,1.0007,0.0000,0.3564,1.9502,1.6500,1.7569
2514,1.0054,0.0000,-0.0610,1.9516,1.6500,1.6317,1.0076,0.0000,0.3229,1.9523,1.6500,1.7469
2515,0.9926,0.0000,-0.0643,1.9478,1.6500,1.6307,1.0141,0.0000,0.3418,1.9542,1.6500,1.7525
2516,1.0074,0.0000,-0.0609,1.9522,1.6500,1.6317,0.9930,0.0000,0.3286,1.9479,1.6500,1.7486
2517,0.9993,0.0000,-0.0597,1.9498,1.6500,1.6321,1.0048,0.0000,0.3488,1.9514,1.6500,1.7546
2518,1.0077,0.0000,-0.0676,1.9523,1.6500,1.6297,1.0027,0.0000,0.3270,1.9508,1.6500,1.7481
2519,1.0140,0.0000,-0.0652,1.9542,1.6500,1.6305,0.9921,0.0000,0.3294,1.9476,1.6500,1.7488
2520,1.0166,0.0000,-0.0731,1.9550,1.6500,1.6281,0.9897,0.0000,0.3343,1.9469,1.6500,1.7503
2521,0.9937,0.0000,-0.0559,1.9481,1.6500,1.6332,0.9840,0.0000,0.3252,1.9452,1.6500,1.7475
2522,1.0032,0.0000,-0.0691,1.9510,1.6500,1.6293,1.0049,0.0000,0.3372,1.9515,1.6500,1.7512
2523,0.9853,0.0000,-0.0473,1.9456,1.6500,1.6358,1.0106,0.0000,0.3301,1.9532,1.6500,1.7490
2524,1.0127,0.0000,-0.0746,1.9538,1.6500,1.6276,0.9949,0.0000,0.3284,1.9485,1.6500,1.7485
2525,0.9866,0.0000,-0.0588,1.9460,1.6500,1.6324,1.0165,0.0000,0.3315,1.9550,1.6500,1.7495
2526,0.9939,0.0000,-0.0448,1.9482,1.6500,1.6366,1.0088,0.0000,0.3363,1.9526,1.6500,1.7509
2527,1.0048,0.0000,-0.0745,1.9514,1.6500,1.6277,0.9990,0.0000,0.3394,1.9497,1.6500,1.7518
2528,1.0004,0.0000,-0.0576,1.9501,1.6500,1.6327,0.9822,0.0000,0.3411,1.9447,1.6500,1.7523
2529,1.0147,0.0000,-0.0581,1.9544,1.6500,1.6326,0.9984,0.0000,0.3288,1.9495,1.6500,1.7486
2530,0.9922,0.0000,-0.0609,1.9477,1.6500,1.6317,0.9929,0.0000,0.3505,1.9479,1.6500,1.7551
2531,1.0131,0.0000,-0.0772,1.9539,1.6500,1.6268,0.9896,0.0000,0.3406,1.9469,1.6500,1.7522
2532,1.0096,0.0000,-0.0705,1.9529,1.6500,1.6289,0.9881,0.0000,0.3262,1.9464,1.6500,1.7478
2533,1.0146,0.0000,-0.0650,1.9544,1.6500,1.6305,0.9901,0.0000,0.3260,1.9470,1.6500,1.7478
2534,1.0078,0.0000,-0.0554,1.9524,1.6500,1.6334,0.9899,0.0000,0.3237,1.9470,1.6500,1.7471
2535,1.0064,0.0000,-0.0727,1.9519,1.6500,1.6282,1.0120,0.0000,0.3500,1.9536,1.6500,1.7550
2536,0.9966,0.0000,-0.0579,1.9490,1.6500,1.6326,0.9903,0.0000,0.3432,1.9471,1.6500,1.7530
2537,1.0062,0.0000,-0.0718,1.9519,1.6500,1.6285,1.0023,0.0000,0.3513,1.9507,1.6500,1.7554
2538,1.0035,0.0000,-0.0560,1.9511,1.6500,1.6332,0.9841,0.0000,0.3543,1.9452,1.6500,1.7563
2539,0.9878,0.0000,-0.0610,1.9464,1.6500,1.6317,1.0166,0.0000,0.3308,1.9550,1.6500,1.7492
2540,0.9858,0.0000,-0.0553,1.9457,1.6500,1.6334,0.9853,0.0000,0.3342,1.9456,1.6500,1.7503
2541,0.9881,0.0000,-0.0490,1.9464,1.6500,1.6353,1.0180,0.0000,0.3515,1.9554,1.6500,1.7555
2542,0.9826,0.0000,-0.0680,1.9448,1.6500,1.6296,0.9848,0.0000,0.3513,1.9454,1.6500,1.7554
2543,0.9974,0.0000,-0.0539,1.9492,1.6500,1.6338,0.9963,0.0000,0.3260,1.9489,1.6500,1.7478
2544,1.0118,0.0000,-0.0560,1.9535,1.6500,1.6332,0.9843,0.0000,0.3291,1.9453,1.6500,1.7487
2545,0.9877,0.0000,-0.0717,1.9463,1.6500,1.6285,1.0141,0.0000,0.3412,1.9542,1.6500,1.7523
2546,0.9935,0.0000,-0.0739,1.9481,1.6500,1.6278,0.9965,0.0000,0.3325,1.9490,1.6500,1.7498
2547,0.9835,0.0000,-0.0686,1.9450,1.6500,1.6294,1.0010,0.0000,0.3478,1.9503,1.6500,1.7543
2548,1.0165,0.0000,-0.0679,1.9550,1.6500,1.6296,1.0138,0.0000,0.3309,1.9541,1.6500,1.7493
2549,1.0101,0.0000,-0.0749,1.9530,1.6500,1.6275,1.0099,0.0000,0.3256,1.9530,1.6500,1.7477
2550,1.0149,0.0000,-0.0773,1.9545,1.6500,1.6268,0.9906,0.0000,0.3468,1.9472,1.6500,1.7540
2551,1.0070,0.0000,-0.0775,1.9521,1.6500,1.6268,0.9915,0.0000,0.3285,1.9474,1.6500,1.7486
2552,0.9924,0.0000,-0.0561,1.9477,1.6500,1.6332,0.9833,0.0000,0.3571,1.9450,1.6500,1.7571
2553,1.0030,0.0000,-0.0519,1.9509,1.6500,1.6344,0.9842,0.0000,0.3440,1.9453,1.6500,1.7532
2554,0.9906,0.0000,-0.0605,1.9472,1.6500,1.6318,1.0170,0.0000,0.3523,1.9551,1.6500,1.7557
2555,1.0142,0.0000,-0.0625,1.9543,1.6500,1.6312,0.9955,0.0000,0.3347,1.9486,1.6500,1.7504
2556,1.0138,0.0000,-0.0705,1.9541,1.6500,1.6289,0.9911,0.0000,0.3566,1.9473,1.6500,1.7570
2557,0.9918,0.0000,-0.0647,1.9475,1.6500,1.6306,0.9873,0.0000,0.3408,1.9462,1.6500,1.7522
2558,0.9864,0.0000,-0.0452,1.9459,1.6500,1.6364,0.9952,0.0000,0.3567,1.9486,1.6500,1.7570
2559,0.9894,0.0000,-0.0472,1.9468,1.6500,1.6359,0.9868,0.0000,0.3440,1.9460,1.6500,1.7532
2560,1.0132,0.0000,-0.0771,1.9540,1.6500,1.6269,1.0159,0.0000,0.3493,1.9548,1.6500,1.7548
2561,1.0156,0.0000,-0.0702,1.9547,1.6500,1.6289,1.0152,0.0000,0.3273,1.9545,1.6500,1.7482
2562,1.0036,0.0000,-0.0424,1.9511,1.6500,1.6373,0.9843,0.0000,0.3272,1.9453,1.6500,1.7482
2563,0.9874,0.0000,-0.0526,1.9462,1.6500,1.6342,0.9821,0.0000,0.3389,1.9446,1.6500,1.7517
2564,1.0049,0.0000,-0.0722,1.9515,1.6500,1.6284,0.9839,0.0000,0.3261,1.9452,1.6500,1.7478
2565,1.0082,0.0000,-0.0677,1.9525,1.6500,1.6297,1.0078,0.0000,0.3542,1.9523,1.6500,1.7563
2566,1.0175,0.0000,-0.0690,1.9552,1.6500,1.6293,1.0038,0.0000,0.3397,1.9511,1.6500,1.7519
2567,0.9974,0.0000,-0.0613,1.9492,1.6500,1.6316,0.9940,0.0000,0.3482,1.9482,1.6500,1.7544
2568,0.9933,0.0000,-0.0637,1.9480,1.6500,1.6309,1.0017,0.0000,0.3573,1.9505,1.6500,1.7572
2569,1.0171,0.0000,-0.0514,1.9551,1.6500,1.6346,1.0152,0.0000,0.3390,1.9546,1.6500,1.7517
2570,1.0131,0.0000,-0.0741,1.9539,1.6500,1.6278,1.0072,0.0000,0.3332,1.9522,1.6500,1.7499
2571,1.0142,0.0000,-0.0556,1.9542,1.6500,1.6333,1.0106,0.0000,0.3296,1.9532,1.6500,1.7489
2572,1.0130,0.0000,-0.0749,1.9539,1.6500,1.6275,0.9913,0.0000,0.3299,1.9474,1.6500,1.7490
2573,1.0041,0.0000,-0.0597,1.9512,1.6500,1.6321,0.9863,0.0000,0.3386,1.9459,1.6500,1.7516
2574,1.0007,0.0000,-0.0640,1.9502,1.6500,1.6308,0.9913,0.0000,0.3455,1.9474,1.6500,1.7537
2575,0.9823,0.0000,-0.0569,1.9447,1.6500,1.6329,0.9909,0.0000,0.3540,1.9473,1.6500,1.7562
2576,1.0067,0.0000,-0.0761,1.9520,1.6500,1.6272,0.9896,0.0000,0.3242,1.9469,1.6500,1.7473
2577,0.9899,0.0000,-0.0477,1.9470,1.6500,1.6357,1.0111,0.0000,0.3409,1.9533,1.6500,1.7523
2578,1.0091,0.0000,-0.0722,1.9527,1.6500,1.6284,0.9934,0.0000,0.3403,1.9480,1.6500,1.7521
2579,0.9963,0.0000,-0.0770,1.9489,1.6500,1.6269,1.0127,0.0000,0.3471,1.9538,1.6500,1.7541
2580,1.0117,0.0000,-0.0726,1.9535,1.6500,1.6282,1.0020,0.0000,0.3351,1.9506,1.6500,1.7505
2581,0.9881,0.0000,-0.0639,1.9464,1.6500,1.6308,0.9858,0.0000,0.3261,1.9457,1.6500,1.7478
2582,1.0162,0.0000,-0.0716,1.9548,1.6500,1.6285,0.9942,0.0000,0.3231,1.9483,1.6500,1.7469
2583,0.9927,0.0000,-0.0745,1.9478,1.6500,1.6277,0.9831,0.0000,0.3526,1.9449,1.6500,1.7558
2584,0.9899,0.0000,-0.0668,1.9470,1.6500,1.6299,1.0085,0.0000,0.3256,1.9526,1.6500,1.7477
2585,0.9903,0.0000,-0.0565,1.9471,1.6500,1.6330,0.9950,0.0000,0.3380,1.9485,1.6500,1.7514
2586,1.0054,0.0000,-0.0747,1.9516,1.6500,1.6276,0.9841,0.0000,0.3443,1.9452,1.6500,1.7533
2587,0.9899,0.0000,-0.0718,1.9470,1.6500,1.6284,0.9998,0.0000,0.3318,1.9499,1.6500,1.7495
2588,0.9981,0.0000,-0.0701,1.9494,1.6500,1.6290,1.0055,0.0000,0.3419,1.9517,1.6500,1.7526
2589,1.0023,0.0000,-0.0769,1.9507,1.6500,1.6269,1.0024,0.0000,0.3549,1.9507,1.6500,1.7565
2590,1.0090,0.0000,-0.0730,1.9527,1.6500,1.6281,1.0055,0.0000,0.3269,1.9517,1.6500,1.7481
2591,0.9919,0.0000,-0.0494,1.9476,1.6500,1.6352,1.0150,0.0000,0.3247,1.9545,1.6500,1.7474
2592,1.0092,0.0000,-0.0756,1.9528,1.6500,1.6273,0.9890,0.0000,0.3456,1.9467,1.6500,1.7537
2593,1.0153,0.0000,-0.0624,1.9546,1.6500,1.6313,1.0050,0.0000,0.3437,1.9515,1.6500,1.7531
2594,0.9882,0.0000,-0.0457,1.9465,1.6500,1.6363,1.0175,0.0000,0.3414,1.9553,1.6500,1.7524
2595,1.0121,0.0000,-0.0588,1.9536,1.6500,1.6324,0.9841,0.0000,0.3254,1.9452,1.6500,1.7476
2596,1.0009,0.0000,-0.0581,1.9503,1.6500,1.6326,0.9941,0.0000,0.3255,1.9482,1.6500,1.7476
2597,1.0133,0.0000,-0.0643,1.9540,1.6500,1.6307,0.9990,0.0000,0.3517,1.9497,1.6500,1.7555
2598,1.0038,0.0000,-0.0466,1.9511,1.6500,1.6360,0.9950,0.0000,0.3549,1.9485,1.6500,1.7565
2599,0.9917,0.0000,-0.0752,1.9475,1.6500,1.6274,1.0175,0.0000,0.3290,1.9553,1.6500,1.7487
2600,1.0034,0.0000,-0.0539,1.9510,1.6500,1.6338,0.9937,0.0000,0.3437,1.9481,1.6500,1.7531
2601,1.0034,0.0000,-0.0705,1.9510,1.6500,1.6288,0.9881,0.0000,0.3448,1.9464,1.6500,1.7534
2602,0.9911,0.0000,-0.0553,1.9473,1.6500,1.6334,0.9951,0.0000,0.3432,1.9485,1.6500,1.7529
2603,1.0129,0.0000,-0.0714,1.9539,1.6500,1.6286,1.0159,0.0000,0.3257,1.9548,1.6500,1.7477
2604,0.9921,0.0000,-0.0605,1.9476,1.6500,1.6319,0.9917,0.0000,0.3247,1.9475,1.6500,1.7474
2605,0.9858,0.0000,-0.0621,1.9457,1.6500,1.6314,0.9913,0.0000,0.3222,1.9474,1.6500,1.7467
2606,0.9908,0.0000,-0.0601,1.9472,1.6500,1.6320,1.0034,0.0000,0.3289,1.9510,1.6500,1.7487
2607,0.9853,0.0000,-0.0724,1.9456,1.6500,1.6283,0.9860,0.0000,0.3442,1.9458,1.6500,1.7532
2608,0.9825,0.0000,-0.0554,1.9447,1.6500,1.6334,0.9939,0.0000,0.3395,1.9482,1.6500,1.7518
2609,1.0060,0.0000,-0.0634,1.9518,1.6500,1.6310,1.0080,0.0000,0.3434,1.9524,1.6500,1.7530
2610,1.0056,0.0000,-0.0751,1.9517,1.6500,1.6275,1.0133,0.0000,0.3395,1.9540,1.6500,1.7519
2611,0.9854,0.0000,-0.0571,1.9456,1.6500,1.6329,1.0169,0.0000,0.3380,1.9551,1.6500,1.7514
2612,0.9944,0.0000,-0.0597,1.9483,1.6500,1.6321,0.9931,0.0000,0.3522,1.9479,1.6500,1.7556
2613,0.9893,0.0000,-0.0512,1.9468,1.6500,1.6347,1.0164,0.0000,0.3254,1.9549,1.6500,1.7476
2614,1.0088,0.0000,-0.0449,1.9526,1.6500,1.6365,1.0121,0.0000,0.3575,1.9536,1.6500,1.7573
2615,1.0173,0.0000,-0.0685,1.9552,1.6500,1.6294,1.0172,0.0000,0.3572,1.9552,1.6500,1.7572
2616,1.0171,0.0000,-0.0546,1.9551,1.6500,1.6336,0.9844,0.0000,0.3519,1.9453,1.6500,1.7556
2617,0.9958,0.0000,-0.0696,1.9487,1.6500,1.6291,1.0172,0.0000,0.3559,1.9552,1.6500,1.7568
2618,1.0105,0.0000,-0.0659,1.9532,1.6500,1.6302,1.0064,0.0000,0.3473,1.9519,1.6500,1.7542
2619,0.9961,0.0000,-0.0535,1.9488,1.6500,1.6340,0.9896,0.0000,0.3239,1.9469,1.6500,1.7472
2620,0.9977,0.0000,-0.0643,1.9493,1.6500,1.6307,1.0007,0.0000,0.3568,1.9502,1.6500,1.7571
2621,1.0089,0.0000,-0.0445,1.9527,1.6500,1.6366,1.0000,0.0000,0.3259,1.9500,1.6500,1.7478
2622,0.9968,0.0000,-0.0503,1.9490,1.6500,1.6349,0.9920,0.0000,0.3518,1.9476,1.6500,1.7555
2623,0.9878,0.0000,-0.0460,1.9463,1.6500,1.6362,1.0081,0.0000,0.3228,1.9524,1.6500,1.7468
2624,0.9998,0.0000,-0.0671,1.9499,1.6500,1.6299,1.0038,0.0000,0.3525,1.9512,1.6500,1.7557
2625,0.9937,0.0000,-0.0423,1.9481,1.6500,1.6373,1.0025,0.0000,0.3529,1.9507,1.6500,1.7559
2626,0.9837,0.0000,-0.0743,1.9451,1.6500,1.6277,0.9942,0.0000,0.3553,1.9483,1.6500,1.7566
2627,1.0023,0.0000,-0.0421,1.9507,1.6500,1.6374,1.0146,0.0000,0.3241,1.9544,1.6500,1.7472
2628,0.9965,0.0000,-0.0686,1.9490,1.6500,1.6294,0.9953,0.0000,0.3402,1.9486,1.6500,1.7521
2629,1.0159,0.0000,-0.0449,1.9548,1.6500,1.6365,1.0060,0.0000,0.3302,1.9518,1.6500,1.7491
2630,1.0159,0.0000,-0.0559,1.9548,1.6500,1.6332,0.9856,0.0000,0.3241,1.9457,1.6500,1.7472
2631,1.0082,0.0000,-0.0711,1.9525,1.6500,1.6287,0.9842,0.0000,0.3391,1.9452,1.6500,1.7517
2632,0.9847,0.0000,-0.0447,1.9454,1.6500,1.6366,0.9922,0.0000,0.3315,1.9477,1.6500,1.7495
2633,0.9873,0.0000,-0.0585,1.9462,1.6500,1.6325,0.9893,0.0000,0.3321,1.9468,1.6500,1.7496
2634,1.0061,0.0000,-0.0470,1.9518,1.6500,1.6359,0.9909,0.0000,0.3381,1.9473,1.6500,1.7514
2635,1.0071,0.0000,-0.0773,1.9521,1.6500,1.6268,1.0177,0.0000,0.3374,1.9553,1.6500,1.7512
2636,0.9881,0.0000,-0.0463,1.9464,1.6500,1.6361,1.0028,0.0000,0.3451,1.9508,1.6500,1.7535
2637,0.9981,0.0000,-0.0437,1.9494,1.6500,1.6369,0.9877,0.0000,0.3444,1.9463,1.6500,1.7533
2638,1.0136,0.0000,-0.0541,1.9541,1.6500,1.6338,1.0075,0.0000,0.3492,1.9523,1.6500,1.7548
2639,0.9836,0.0000,-0.0451,1.9451,1.6500,1.6365,1.0052,0.0000,0.3257,1.9515,1.6500,1.7477
2640,1.0041,0.0000,-0.0530,1.9512,1.6500,1.6341,1.0173,0.0000,0.3446,1.9552,1.6500,1.7534
2641,1.0129,0.0000,-0.0721,1.9539,1.6500,1.6284,1.0152,0.0000,0.3446,1.9546,1.6500,1.7534
2642,1.0137,0.0000,-0.0583,1.9541,1.6500,1.6325,1.0139,0.0000,0.3500,1.9542,1.6500,1.7550
2643,0.9843,0.0000,-0.0530,1.9453,1.6500,1.6341,1.0044,0.0000,0.3407,1.9513,1.6500,1.7522
2644,1.0006,0.0000,-0.0545,1.9502,1.6500,1.6337,1.0111,0.0000,0.3556,1.9533,1.6500,1.7567
2645,0.9909,0.0000,-0.0485,1.9473,1.6500,1.6354,1.0143,0.0000,0.3572,1.9543,1.6500,1.7572
2646,1.0055,0.0000,-0.0567,1.9517,1.6500,1.6330,1.0166,0.0000,0.3404,1.9550,1.6500,1.7521
2647,0.9833,0.0000,-0.0672,1.9450,1.6500,1.6299,0.9981,0.0000,0.3246,1.9494,1.6500,1.7474
2648,0.9976,0.0000,-0.0754,1.9493,1.6500,1.6274,1.0008,0.0000,0.3338,1.9502,1.6500,1.7501
2649,1.0174,0.0000,-0.0488,1.9552,1.6500,1.6354,0.9995,0.0000,0.3412,1.9499,1.6500,1.7524
2650,1.0143,0.0000,-0.0677,1.9543,1.6500,1.6297,1.0090,0.0000,0.3359,1.9527,1.6500,1.7508
2651,1.0096,0.0000,-0.0645,1.9529,1.6500,1.6306,1.0098,0.0000,0.3414,1.9529,1.6500,1.7524
2652,1.0043,0.0000,-0.0754,1.9513,1.6500,1.6274,0.9914,0.0000,0.3492,1.9474,1.6500,1.7548
2653,1.0156,0.0000,-0.0653,1.9547,1.6500,1.6304,1.0099,0.0000,0.3518,1.9530,1.6500,1.7555
2654,0.9907,0.0000,-0.0641,1.9472,1.6500,1.6308,0.9875,0.0000,0.3417,1.9462,1.6500,1.7525
2655,0.9938,0.0000,-0.0744,1.9481,1.6500,1.6277,1.0014,0.0000,0.3227,1.9504,1.6500,1.7468
2656,1.0060,0.0000,-0.0601,1.9518,1.6500,1.6320,1.0054,0.0000,0.3226,1.9516,1.6500,1.7468
2657,0.9836,0.0000,-0.0778,1.9451,1.6500,1.6267,0.9941,0.0000,0.3384,1.9482,1.6500,1.7515
2658,0.9980,0.0000,-0.0608,1.9494,1.6500,1.6318,1.0071,0.0000,0.3414,1.9521,1.6500,1.7524
2659,0.9859,0.0000,-0.0733,1.9458,1.6500,1.6280,0.9838,0.0000,0.3579,1.9451,1.6500,1.7574
2660,0.9984,0.0000,-0.0466,1.9495,1.6500,1.6360,1.0112,0.0000,0.3569,1.9534,1.6500,1.7571
2661,0.9915,0.0000,-0.0658,1.9475,1.6500,1.6303,0.9979,0.0000,0.3233,1.9494,1.6500,1.7470
2662,1.0113,0.0000,-0.0620,1.9534,1.6500,1.6314,0.9987,0.0000,0.3524,1.9496,1.6500,1.7557
2663,1.0086,0.0000,-0.0510,1.9526,1.6500,1.6347,0.9874,0.0000,0.3264,1.9462,1.6500,1.7479
2664,0.9958,0.0000,-0.0545,1.9487,1.6500,1.6337,0.9833,0.0000,0.3528,1.9450,1.6500,1.7559
2665,1.0136,0.0000,-0.0438,1.9541,1.6500,1.6369,0.9928,0.0000,0.3504,1.9478,1.6500,1.7551
2666,1.0094,0.0000,-0.0429,1.9528,1.6500,1.6371,0.9862,0.0000,0.3355,1.9459,1.6500,1.7507
2667,1.0079,0.0000,-0.0651,1.9524,1.6500,1.6305,0.9903,0.0000,0.3443,1.9471,1.6500,1.7533
2668,0.9976,0.0000,-0.0435,1.9493,1.6500,1.6370,1.0148,0.0000,0.3365,1.9544,1.6500,1.7510
2669,0.9830,0.0000,-0.0490,1.9449,1.6500,1.6353,0.9904,0.0000,0.3311,1.9471,1.6500,1.7493
2670,0.9993,0.0000,-0.0441,1.9498,1.6500,1.6368,1.0053,0.0000,0.3359,1.9516,1.6500,1.7508
2671,0.9908,0.0000,-0.0740,1.9472,1.6500,1.6278,1.0153,0.0000,0.3355,1.9546,1.6500,1.7506
2672,1.0071,0.0000,-0.0547,1.9521,1.6500,1.6336,0.9926,0.0000,0.3527,1.9478,1.6500,1.7558
2673,1.0029,0.0000,-0.0767,1.9509,1.6500,1.6270,0.9921,0.0000,0.3461,1.9476,1.6500,1.7538
2674,1.0097,0.0000,-0.0436,1.9529,1.6500,1.6369,0.9902,0.0000,0.3406,1.9471,1.6500,1.7522
2675,1.0032,0.0000,-0.0449,1.9510,1.6500,1.6365,0.9887,0.0000,0.3259,1.9466,1.6500,1.7478
2676,1.0027,0.0000,-0.0777,1.9508,1.6500,1.6267,1.0144,0.0000,0.3354,1.9543,1.6500,1.7506
2677,0.9839,0.0000,-0.0580,1.9452,1.6500,1.6326,1.0091,0.0000,0.3535,1.9527,1.6500,1.7561
2678,1.0022,0.0000,-0.0455,1.9506,1.6500,1.6364,0.9868,0.0000,0.3479,1.9461,1.6500,1.7544
2679,0.9981,0.0000,-0.0708,1.9494,1.6500,1.6288,1.0080,0.0000,0.3308,1.9524,1.6500,1.7492
2680,0.9909,0.0000,-0.0452,1.9473,1.6500,1.6364,0.9913,0.0000,0.3359,1.9474,1.6500,1.7508
2681,1.0047,0.0000,-0.0556,1.9514,1.6500,1.6333,1.0121,0.0000,0.3541,1.9536,1.6500,1.7562
2682,0.9880,0.0000,-0.0615,1.9464,1.6500,1.6316,1.0164,0.0000,0.3504,1.9549,1.6500,1.7551
2683,0.9866,0.0000,-0.0708,1.9460,1.6500,1.6288,0.9851,0.0000,0.3221,1.9455,1.6500,1.7466
2684,0.9858,0.0000,-0.0718,1.9458,1.6500,1.6285,0.9916,0.0000,0.3318,1.9475,1.6500,1.7496
2685,1.0097,0.0000,-0.0468,1.9529,1.6500,1.6360,0.9948,0.0000,0.3442,1.9484,1.6500,1.7532
2686,1.0122,0.0000,-0.0642,1.9537,1.6500,1.6307,0.9990,0.0000,0.3497,1.9497,1.6500,1.7549
2687,0.9976,0.0000,-0.0444,1.9493,1.6500,1.6367,1.0168,0.0000,0.3343,1.9550,1.6500,1.7503
2688,0.9948,0.0000,-0.0589,1.9484,1.6500,1.6323,0.9961,0.0000,0.3410,1.9488,1.6500,1.7523
2689,0.9901,0.0000,-0.0443,1.9470,1.6500,1.6367,0.9938,0.0000,0.3414,1.9481,1.6500,1.7524
2690,0.9930,0.0000,-0.0587,1.9479,1.6500,1.6324,1.0021,0.0000,0.3401,1.9506,1.6500,1.7520
2691,0.9939,0.0000,-0.0590,1.9482,1.6500,1.6323,1.0172,0.0000,0.3409,1.9552,1.6500,1.7523
2692,1.0063,0.0000,-0.0576,1.9519,1.6500,1.6327,0.9917,0.0000,0.3349,1.9475,1.6500,1.7505
2693,1.0147,0.0000,-0.0570,1.9544,1.6500,1.6329,0.9918,0.0000,0.3442,1.9475,1.6500,1.7533
2694,1.0079,0.0000,-0.0745,1.9524,1.6500,1.6277,1.0138,0.0000,0.3407,1.9542,1.6500,1.7522
